year,ELY centre,species,Number of enterprises,Area total (ha),Young population not yet yielding any crop (ha),Crop yielding population (ha),High tunnel cultivation (ha),Yield (1 000 kg),Yield (kg/ha)
2016,Satakunta,Apple,6,..,1,4,..,16,3954
2016,Häme,Garden pea,72,..,..,..,..,355,1292
2016,Häme,Bean,6,..,..,..,..,1,1324
2016,Häme,White cabbage,10,..,..,..,..,366,25684
2016,Häme,Savoy cabbage,2,..,..,..,..,..,..
2016,Häme,Red cabbage,3,..,..,..,..,8,27354
2016,Häme,Cauliflover,6,..,..,..,..,24,5727
2016,Häme,Brussels sprout,3,..,..,..,..,1,3000
2016,Häme,Sprouting broccoli,10,..,..,..,..,28,4273
2016,Häme,Kohlrabi,3,..,..,..,..,1,9429
2016,Häme,Chinese cabbage,5,..,..,..,..,168,9524
2016,Häme,Carrot,32,..,..,..,..,17531,45287
2016,Häme,Red beet,21,..,..,..,..,816,26165
2016,Häme,Swede,11,..,..,..,..,78,5434
2016,Häme,Turnip,4,..,..,..,..,40,7248
2016,Häme,Celeriac,4,..,..,..,..,1,8900
2016,Häme,Parsnip,11,..,..,..,..,43,8956
2016,Häme,Leek,5,..,..,..,..,2,6196
2016,Häme,Gherkin,6,..,..,..,..,4,5970
2016,Häme,Pumpkin,3,..,..,..,..,2,9800
2016,Häme,Courgette,9,..,..,..,..,59,23196
2016,Häme,Lettuces,7,..,..,..,..,53,9959
2016,Häme,Celery,3,..,..,..,..,2,6134
2016,Häme,Spinach,..,..,..,..,..,..,..
2016,Häme,Rhubarb,3,..,..,..,..,0,441
2016,Häme,Dill,13,..,..,..,..,2,318
2016,Häme,Parsley,4,..,..,..,..,0,1224
2016,Häme,Garlic,12,..,..,..,..,1,1358
2016,Häme,Sweet corn,7,..,..,..,..,1,1506
2016,Häme,Asparagus,3,..,..,..,..,1,977
2016,Häme,Strawberry,85,..,..,421,..,1385,3291
2016,Häme,Black and green currant,40,..,..,30,..,26,863
2016,Häme,Red currant,14,..,..,9,..,8,872
2016,Häme,White currant,1,..,..,..,..,..,..
2016,Häme,Raspberry,43,..,..,40,..,167,4134
2016,Häme,Gooseberry,2,..,..,..,..,..,..
2016,Häme,Highbush blueberry,19,..,..,8,..,22,2859
2016,Häme,Sea buckthorn,6,..,..,2,..,7,3214
2016,Häme,Chokeberry (Aronia spp.),4,..,..,2,..,1,480
2016,Häme,Apple,18,..,3,22,..,121,4822
2016,Pirkanmaa,Garden pea,26,..,..,..,..,24,961
2016,Pirkanmaa,Bean,1,..,..,..,..,..,..
2016,Pirkanmaa,White cabbage,15,..,..,..,..,834,31013
2016,Pirkanmaa,Savoy cabbage,..,..,..,..,..,..,..
2016,Pirkanmaa,Red cabbage,1,..,..,..,..,..,..
2016,Pirkanmaa,Cauliflover,7,..,..,..,..,83,6994
2016,Pirkanmaa,Brussels sprout,2,..,..,..,..,..,..
2016,Pirkanmaa,Sprouting broccoli,4,..,..,..,..,102,5777
2016,Pirkanmaa,Kohlrabi,1,..,..,..,..,..,..
2016,Pirkanmaa,Chinese cabbage,1,..,..,..,..,..,..
2016,Pirkanmaa,Carrot,10,..,..,..,..,89,9274
2016,Pirkanmaa,Red beet,2,..,..,..,..,..,..
2016,Pirkanmaa,Swede,6,..,..,..,..,1,1507
2016,Pirkanmaa,Turnip,..,..,..,..,..,..,..
2016,Pirkanmaa,Celeriac,1,..,..,..,..,..,..
2016,Pirkanmaa,Parsnip,1,..,..,..,..,..,..
2016,Pirkanmaa,Leek,1,..,..,..,..,..,..
2016,Pirkanmaa,Gherkin,4,..,..,..,..,9,14625
2016,Pirkanmaa,Pumpkin,3,..,..,..,..,3,10185
2016,Pirkanmaa,Courgette,5,..,..,..,..,2,5404
2016,Pirkanmaa,Lettuces,7,..,..,..,..,409,6768
2016,Pirkanmaa,Celery,..,..,..,..,..,..,..
2016,Pirkanmaa,Spinach,1,..,..,..,..,..,..
2016,Pirkanmaa,Rhubarb,3,..,..,..,..,0,1476
2016,Pirkanmaa,Dill,4,..,..,..,..,2,1630
2016,Pirkanmaa,Parsley,3,..,..,..,..,0,770
2016,Pirkanmaa,Garlic,4,..,..,..,..,1,584
2016,Pirkanmaa,Sweet corn,4,..,..,..,..,13,14881
2016,Pirkanmaa,Asparagus,2,..,..,..,..,..,..
2016,Pirkanmaa,Strawberry,59,..,..,118,..,435,3696
2016,Pirkanmaa,Black and green currant,24,..,..,56,..,23,416
2016,Pirkanmaa,Red currant,11,..,..,15,..,8,536
2016,Pirkanmaa,White currant,3,..,..,0,..,0,2389
2016,Pirkanmaa,Raspberry,29,..,..,21,..,77,3678
2016,Pirkanmaa,Gooseberry,4,..,..,0,..,0,855
2016,Pirkanmaa,Highbush blueberry,11,..,..,6,..,12,1873
2016,Pirkanmaa,Sea buckthorn,5,..,..,3,..,2,631
2016,Pirkanmaa,Chokeberry (Aronia spp.),3,..,..,17,..,1,66
2016,Pirkanmaa,Apple,12,..,8,6,..,29,2071
2016,Southeast Finland,Garden pea,37,..,..,..,..,49,706
2016,Southeast Finland,Bean,5,..,..,..,..,1,4889
2016,Southeast Finland,White cabbage,15,..,..,..,..,516,30340
2016,Southeast Finland,Savoy cabbage,..,..,..,..,..,..,..
2016,Southeast Finland,Red cabbage,3,..,..,..,..,31,20897
2016,Southeast Finland,Cauliflover,11,..,..,..,..,58,6963
2016,Southeast Finland,Brussels sprout,1,..,..,..,..,..,..
2016,Southeast Finland,Sprouting broccoli,8,..,..,..,..,14,3835
2016,Southeast Finland,Kohlrabi,6,..,..,..,..,4,10641
2016,Southeast Finland,Chinese cabbage,1,..,..,..,..,..,..
2016,Southeast Finland,Carrot,21,..,..,..,..,168,6562
2016,Southeast Finland,Red beet,13,..,..,..,..,24,4681
2016,Southeast Finland,Swede,12,..,..,..,..,68,10056
2016,Southeast Finland,Turnip,5,..,..,..,..,4,1409
2016,Southeast Finland,Celeriac,2,..,..,..,..,..,..
2016,Southeast Finland,Parsnip,5,..,..,..,..,13,2909
2016,Southeast Finland,Leek,4,..,..,..,..,2,14059
2016,Southeast Finland,Gherkin,10,..,..,..,..,50,37884
2016,Southeast Finland,Pumpkin,5,..,..,..,..,205,20006
2016,Southeast Finland,Courgette,4,..,..,..,..,160,29001
2016,Southeast Finland,Lettuces,5,..,..,..,..,87,12925
2016,Southeast Finland,Celery,2,..,..,..,..,..,..
2016,Southeast Finland,Spinach,..,..,..,..,..,..,..
2016,Southeast Finland,Rhubarb,1,..,..,..,..,..,..
2016,Southeast Finland,Dill,12,..,..,..,..,3,2272
2016,Southeast Finland,Parsley,4,..,..,..,..,1,3569
2016,Southeast Finland,Garlic,4,..,..,..,..,1,2476
2016,Southeast Finland,Sweet corn,..,..,..,..,..,..,..
2016,Southeast Finland,Asparagus,1,..,..,..,..,..,..
2016,Southeast Finland,Strawberry,63,..,..,212,..,557,2622
2016,Southeast Finland,Black and green currant,29,..,..,96,..,41,426
2016,Southeast Finland,Red currant,7,..,..,10,..,5,541
2016,Southeast Finland,White currant,3,..,..,1,..,1,1523
2016,Southeast Finland,Raspberry,28,..,..,23,..,50,2130
2016,Southeast Finland,Gooseberry,5,..,..,1,..,1,956
2016,Southeast Finland,Highbush blueberry,12,..,..,5,..,7,1525
2016,Southeast Finland,Sea buckthorn,13,..,..,3,..,5,1639
2016,Southeast Finland,Chokeberry (Aronia spp.),2,..,..,..,..,..,..
2016,Southeast Finland,Apple,18,..,..,19,..,50,2646
2016,South Savo,Garden pea,39,..,..,..,..,95,1720
2016,South Savo,Bean,1,..,..,..,..,..,..
2016,South Savo,White cabbage,19,..,..,..,..,1179,20934
2016,South Savo,Savoy cabbage,..,..,..,..,..,..,..
2016,South Savo,Red cabbage,4,..,..,..,..,100,26247
2016,South Savo,Cauliflover,7,..,..,..,..,161,7634
2016,South Savo,Brussels sprout,1,..,..,..,..,..,..
2016,South Savo,Sprouting broccoli,7,..,..,..,..,360,6758
2016,South Savo,Kohlrabi,1,..,..,..,..,..,..
2016,South Savo,Chinese cabbage,13,..,..,..,..,1088,15171
2016,South Savo,Carrot,23,..,..,..,..,5605,49057
2016,South Savo,Red beet,9,..,..,..,..,171,19651
2016,South Savo,Swede,7,..,..,..,..,466,39727
2016,South Savo,Turnip,2,..,..,..,..,..,..
2016,South Savo,Celeriac,1,..,..,..,..,..,..
2016,South Savo,Parsnip,4,..,..,..,..,60,10908
2016,South Savo,Leek,..,..,..,..,..,..,..
2016,South Savo,Gherkin,6,..,..,..,..,8,14259
2016,South Savo,Pumpkin,5,..,..,..,..,8,8879
2016,South Savo,Courgette,9,..,..,..,..,160,34026
2016,South Savo,Lettuces,15,..,..,..,..,1706,12179
2016,South Savo,Celery,3,..,..,..,..,57,16667
2016,South Savo,Spinach,..,..,..,..,..,..,..
2016,South Savo,Rhubarb,3,..,..,..,..,1,5944
2016,South Savo,Dill,7,..,..,..,..,1,2322
2016,South Savo,Parsley,..,..,..,..,..,..,..
2016,South Savo,Garlic,7,..,..,..,..,2,2159
2016,South Savo,Sweet corn,3,..,..,..,..,1,1871
2016,South Savo,Asparagus,..,..,..,..,..,..,..
2016,South Savo,Strawberry,119,..,..,289,..,1020,3529
2016,South Savo,Black and green currant,66,..,..,163,..,147,905
2016,South Savo,Red currant,35,..,..,49,..,85,1738
2016,South Savo,White currant,7,..,..,15,..,10,680
2016,South Savo,Raspberry,73,..,..,79,..,256,3249
2016,South Savo,Gooseberry,6,..,..,2,..,6,3942
2016,South Savo,Highbush blueberry,24,..,..,12,..,24,2006
2016,South Savo,Sea buckthorn,16,..,..,6,..,4,589
2016,South Savo,Chokeberry (Aronia spp.),5,..,..,1,..,1,717
2016,South Savo,Apple,37,..,8,21,..,72,2463
2016,North Savo,Garden pea,31,..,..,..,..,21,575
2016,North Savo,Bean,2,..,..,..,..,..,..
2016,North Savo,White cabbage,2,..,..,..,..,..,..
2016,North Savo,Savoy cabbage,..,..,..,..,..,..,..
2016,North Savo,Red cabbage,..,..,..,..,..,..,..
2016,North Savo,Cauliflover,2,..,..,..,..,..,..
2016,North Savo,Brussels sprout,..,..,..,..,..,..,..
2016,North Savo,Sprouting broccoli,2,..,..,..,..,..,..
2016,North Savo,Kohlrabi,..,..,..,..,..,..,..
2016,North Savo,Chinese cabbage,..,..,..,..,..,..,..
2016,North Savo,Carrot,15,..,..,..,..,332,28778
2016,North Savo,Red beet,5,..,..,..,..,18,8216
2016,North Savo,Swede,8,..,..,..,..,152,12404
2016,North Savo,Turnip,2,..,..,..,..,..,..
2016,North Savo,Celeriac,..,..,..,..,..,..,..
2016,North Savo,Parsnip,3,..,..,..,..,25,8251
2016,North Savo,Leek,2,..,..,..,..,..,..
2016,North Savo,Gherkin,2,..,..,..,..,..,..
2016,North Savo,Pumpkin,..,..,..,..,..,..,..
2016,North Savo,Courgette,2,..,..,..,..,..,..
2016,North Savo,Lettuces,2,..,..,..,..,..,..
2016,North Savo,Celery,..,..,..,..,..,..,..
2016,North Savo,Spinach,..,..,..,..,..,..,..
2016,North Savo,Rhubarb,4,..,..,..,..,6,23554
2016,North Savo,Dill,4,..,..,..,..,..,..
2016,North Savo,Parsley,1,..,..,..,..,..,..
2016,North Savo,Garlic,3,..,..,..,..,0,2000
2016,North Savo,Sweet corn,..,..,..,..,..,..,..
2016,North Savo,Asparagus,..,..,..,..,..,..,..
2016,North Savo,Strawberry,195,..,..,879,..,3316,3774
2016,North Savo,Black and green currant,77,..,..,300,..,237,788
2016,North Savo,Red currant,22,..,..,13,..,34,2638
2016,North Savo,White currant,4,..,..,1,..,0,395
2016,North Savo,Raspberry,107,..,..,115,..,376,3273
2016,North Savo,Gooseberry,7,..,..,2,..,3,1702
2016,North Savo,Highbush blueberry,21,..,..,6,..,12,1838
2016,North Savo,Sea buckthorn,12,..,..,3,..,3,986
2016,North Savo,Chokeberry (Aronia spp.),6,..,..,1,..,1,828
2016,North Savo,Apple,21,..,0,8,..,13,1500
2016,North Karelia,Garden pea,9,..,..,..,..,8,537
2016,North Karelia,Bean,1,..,..,..,..,..,..
2016,North Karelia,White cabbage,2,..,..,..,..,..,..
2016,North Karelia,Savoy cabbage,..,..,..,..,..,..,..
2016,North Karelia,Red cabbage,..,..,..,..,..,..,..
2016,North Karelia,Cauliflover,..,..,..,..,..,..,..
2016,North Karelia,Brussels sprout,..,..,..,..,..,..,..
2016,North Karelia,Sprouting broccoli,1,..,..,..,..,..,..
2016,North Karelia,Kohlrabi,1,..,..,..,..,..,..
2016,North Karelia,Chinese cabbage,1,..,..,..,..,..,..
2016,North Karelia,Carrot,6,..,..,..,..,520,56399
2016,North Karelia,Red beet,3,..,..,..,..,120,61596
2016,North Karelia,Swede,3,..,..,..,..,503,84179
2016,North Karelia,Turnip,1,..,..,..,..,..,..
2016,North Karelia,Celeriac,1,..,..,..,..,..,..
2016,North Karelia,Parsnip,2,..,..,..,..,..,..
2016,North Karelia,Leek,1,..,..,..,..,..,..
2016,North Karelia,Gherkin,1,..,..,..,..,..,..
2016,North Karelia,Pumpkin,..,..,..,..,..,..,..
2016,North Karelia,Courgette,1,..,..,..,..,..,..
2016,North Karelia,Lettuces,..,..,..,..,..,..,..
2016,North Karelia,Celery,..,..,..,..,..,..,..
2016,North Karelia,Spinach,..,..,..,..,..,..,..
2016,North Karelia,Rhubarb,3,..,..,..,..,10,10440
2016,North Karelia,Dill,..,..,..,..,..,..,..
2016,North Karelia,Parsley,..,..,..,..,..,..,..
2016,North Karelia,Garlic,3,..,..,..,..,1,1668
2016,North Karelia,Sweet corn,..,..,..,..,..,..,..
2016,North Karelia,Asparagus,1,..,..,..,..,..,..
2016,North Karelia,Strawberry,72,..,..,279,..,1014,3638
2016,North Karelia,Black and green currant,73,..,..,349,..,164,471
2016,North Karelia,Red currant,33,..,..,50,..,101,2007
2016,North Karelia,White currant,6,..,..,3,..,4,1304
2016,North Karelia,Raspberry,38,..,..,28,..,62,2206
2016,North Karelia,Gooseberry,15,..,..,12,..,44,3591
2016,North Karelia,Highbush blueberry,8,..,..,3,..,3,779
2016,North Karelia,Sea buckthorn,15,..,..,6,..,3,614
2016,North Karelia,Chokeberry (Aronia spp.),5,..,..,1,..,1,2339
2016,North Karelia,Apple,16,..,1,5,..,13,2065
2016,Central Finland,Garden pea,19,..,..,..,..,22,1467
2016,Central Finland,Bean,1,..,..,..,..,..,..
2016,Central Finland,White cabbage,3,..,..,..,..,260,31175
2016,Central Finland,Savoy cabbage,..,..,..,..,..,..,..
2016,Central Finland,Red cabbage,1,..,..,..,..,..,..
2016,Central Finland,Cauliflover,2,..,..,..,..,..,..
2016,Central Finland,Brussels sprout,..,..,..,..,..,..,..
2016,Central Finland,Sprouting broccoli,3,..,..,..,..,3,1757
2016,Central Finland,Kohlrabi,1,..,..,..,..,..,..
2016,Central Finland,Chinese cabbage,..,..,..,..,..,..,..
2016,Central Finland,Carrot,11,..,..,..,..,278,27423
2016,Central Finland,Red beet,2,..,..,..,..,..,..
2016,Central Finland,Swede,2,..,..,..,..,..,..
2016,Central Finland,Turnip,..,..,..,..,..,..,..
2016,Central Finland,Celeriac,..,..,..,..,..,..,..
2016,Central Finland,Parsnip,1,..,..,..,..,..,..
2016,Central Finland,Leek,..,..,..,..,..,..,..
2016,Central Finland,Gherkin,2,..,..,..,..,..,..
2016,Central Finland,Pumpkin,..,..,..,..,..,..,..
2016,Central Finland,Courgette,1,..,..,..,..,..,..
2016,Central Finland,Lettuces,..,..,..,..,..,..,..
2016,Central Finland,Celery,..,..,..,..,..,..,..
2016,Central Finland,Spinach,..,..,..,..,..,..,..
2016,Central Finland,Rhubarb,..,..,..,..,..,..,..
2016,Central Finland,Dill,4,..,..,..,..,1,849
2016,Central Finland,Parsley,..,..,..,..,..,..,..
2016,Central Finland,Garlic,1,..,..,..,..,..,..
2016,Central Finland,Sweet corn,..,..,..,..,..,..,..
2016,Central Finland,Asparagus,..,..,..,..,..,..,..
2016,Central Finland,Strawberry,70,..,..,89,..,198,2228
2016,Central Finland,Black and green currant,47,..,..,110,..,141,1278
2016,Central Finland,Red currant,14,..,..,15,..,67,4579
2016,Central Finland,White currant,8,..,..,19,..,52,2728
2016,Central Finland,Raspberry,30,..,..,12,..,104,8534
2016,Central Finland,Gooseberry,3,..,..,1,..,9,6500
2016,Central Finland,Highbush blueberry,18,..,..,9,..,12,1374
2016,Central Finland,Sea buckthorn,10,..,..,1,..,1,966
2016,Central Finland,Chokeberry (Aronia spp.),1,..,..,..,..,..,..
2016,Central Finland,Apple,20,..,2,11,..,46,3475
2016,South Ostrobothnia,Garden pea,9,..,..,..,..,7,397
2016,South Ostrobothnia,Bean,..,..,..,..,..,..,..
2016,South Ostrobothnia,White cabbage,1,..,..,..,..,..,..
2016,South Ostrobothnia,Savoy cabbage,..,..,..,..,..,..,..
2016,South Ostrobothnia,Red cabbage,..,..,..,..,..,..,..
2016,South Ostrobothnia,Cauliflover,1,..,..,..,..,..,..
2016,South Ostrobothnia,Brussels sprout,..,..,..,..,..,..,..
2016,South Ostrobothnia,Sprouting broccoli,1,..,..,..,..,..,..
2016,South Ostrobothnia,Kohlrabi,..,..,..,..,..,..,..
2016,South Ostrobothnia,Chinese cabbage,..,..,..,..,..,..,..
2016,South Ostrobothnia,Carrot,18,..,..,..,..,3542,47269
2016,South Ostrobothnia,Red beet,6,..,..,..,..,82,8658
2016,South Ostrobothnia,Swede,23,..,..,..,..,621,7703
2016,South Ostrobothnia,Turnip,19,..,..,..,..,355,3764
2016,South Ostrobothnia,Celeriac,..,..,..,..,..,..,..
2016,South Ostrobothnia,Parsnip,3,..,..,..,..,8,10127
2016,South Ostrobothnia,Leek,1,..,..,..,..,..,..
2016,South Ostrobothnia,Gherkin,..,..,..,..,..,..,..
2016,South Ostrobothnia,Pumpkin,..,..,..,..,..,..,..
2016,South Ostrobothnia,Courgette,..,..,..,..,..,..,..
2016,South Ostrobothnia,Lettuces,..,..,..,..,..,..,..
2016,South Ostrobothnia,Celery,..,..,..,..,..,..,..
2016,South Ostrobothnia,Spinach,..,..,..,..,..,..,..
2016,South Ostrobothnia,Rhubarb,1,..,..,..,..,..,..
2016,South Ostrobothnia,Dill,6,..,..,..,..,2,256
2016,South Ostrobothnia,Parsley,..,..,..,..,..,..,..
2016,South Ostrobothnia,Garlic,3,..,..,..,..,3,2184
2016,South Ostrobothnia,Sweet corn,..,..,..,..,..,..,..
2016,South Ostrobothnia,Asparagus,..,..,..,..,..,..,..
2016,South Ostrobothnia,Strawberry,44,..,..,83,..,218,2620
2016,South Ostrobothnia,Black and green currant,26,..,..,15,..,19,1261
2016,South Ostrobothnia,Red currant,1,..,..,..,..,..,..
2016,South Ostrobothnia,White currant,1,..,..,..,..,..,..
2016,South Ostrobothnia,Raspberry,23,..,..,11,..,16,1496
2016,South Ostrobothnia,Gooseberry,..,..,..,..,..,..,..
2016,South Ostrobothnia,Highbush blueberry,5,..,..,3,..,3,1091
2016,South Ostrobothnia,Sea buckthorn,34,..,..,58,..,10,166
2016,South Ostrobothnia,Chokeberry (Aronia spp.),4,..,..,2,..,0,179
2016,South Ostrobothnia,Apple,2,..,..,..,..,..,..
2016,Ostrobothnia,Garden pea,14,..,..,..,..,35,1290
2016,Ostrobothnia,Bean,2,..,..,..,..,..,..
2016,Ostrobothnia,White cabbage,25,..,..,..,..,6440,42994
2016,Ostrobothnia,Savoy cabbage,1,..,..,..,..,..,..
2016,Ostrobothnia,Red cabbage,8,..,..,..,..,214,28982
2016,Ostrobothnia,Cauliflover,8,..,..,..,..,268,12726
2016,Ostrobothnia,Brussels sprout,1,..,..,..,..,..,..
2016,Ostrobothnia,Sprouting broccoli,5,..,..,..,..,49,4347
2016,Ostrobothnia,Kohlrabi,2,..,..,..,..,..,..
2016,Ostrobothnia,Chinese cabbage,7,..,..,..,..,175,21041
2016,Ostrobothnia,Carrot,19,..,..,..,..,3441,41086
2016,Ostrobothnia,Red beet,9,..,..,..,..,44,8510
2016,Ostrobothnia,Swede,10,..,..,..,..,70,5645
2016,Ostrobothnia,Turnip,9,..,..,..,..,81,2678
2016,Ostrobothnia,Celeriac,1,..,..,..,..,..,..
2016,Ostrobothnia,Parsnip,6,..,..,..,..,17,6050
2016,Ostrobothnia,Leek,1,..,..,..,..,..,..
2016,Ostrobothnia,Gherkin,1,..,..,..,..,..,..
2016,Ostrobothnia,Pumpkin,4,..,..,..,..,4,3411
2016,Ostrobothnia,Courgette,5,..,..,..,..,7,13906
2016,Ostrobothnia,Lettuces,8,..,..,..,..,519,14690
2016,Ostrobothnia,Celery,..,..,..,..,..,..,..
2016,Ostrobothnia,Spinach,1,..,..,..,..,..,..
2016,Ostrobothnia,Rhubarb,2,..,..,..,..,..,..
2016,Ostrobothnia,Dill,2,..,..,..,..,..,..
2016,Ostrobothnia,Parsley,1,..,..,..,..,..,..
2016,Ostrobothnia,Garlic,1,..,..,..,..,..,..
2016,Ostrobothnia,Sweet corn,1,..,..,..,..,..,..
2016,Ostrobothnia,Asparagus,2,..,..,..,..,..,..
2016,Ostrobothnia,Strawberry,46,..,..,92,..,297,3224
2016,Ostrobothnia,Black and green currant,31,..,..,41,..,15,359
2016,Ostrobothnia,Red currant,1,..,..,..,..,..,..
2016,Ostrobothnia,White currant,1,..,..,..,..,..,..
2016,Ostrobothnia,Raspberry,11,..,..,9,..,10,1107
2016,Ostrobothnia,Gooseberry,..,..,..,..,..,..,..
2016,Ostrobothnia,Highbush blueberry,3,..,..,1,..,0,44
2016,Ostrobothnia,Sea buckthorn,15,..,..,22,..,12,535
2016,Ostrobothnia,Chokeberry (Aronia spp.),5,..,..,2,..,2,1135
2016,Ostrobothnia,Apple,7,..,0,3,..,1,158
2016,North Ostrobothnia,Garden pea,8,..,..,..,..,18,405
2016,North Ostrobothnia,Bean,..,..,..,..,..,..,..
2016,North Ostrobothnia,White cabbage,5,..,..,..,..,725,25390
2016,North Ostrobothnia,Savoy cabbage,1,..,..,..,..,..,..
2016,North Ostrobothnia,Red cabbage,3,..,..,..,..,55,35761
2016,North Ostrobothnia,Cauliflover,2,..,..,..,..,..,..
2016,North Ostrobothnia,Brussels sprout,..,..,..,..,..,..,..
2016,North Ostrobothnia,Sprouting broccoli,1,..,..,..,..,..,..
2016,North Ostrobothnia,Kohlrabi,1,..,..,..,..,..,..
2016,North Ostrobothnia,Chinese cabbage,1,..,..,..,..,..,..
2016,North Ostrobothnia,Carrot,14,..,..,..,..,849,24534
2016,North Ostrobothnia,Red beet,6,..,..,..,..,59,6500
2016,North Ostrobothnia,Swede,6,..,..,..,..,92,8300
2016,North Ostrobothnia,Turnip,20,..,..,..,..,9,197
2016,North Ostrobothnia,Celeriac,..,..,..,..,..,..,..
2016,North Ostrobothnia,Parsnip,4,..,..,..,..,22,10138
2016,North Ostrobothnia,Leek,..,..,..,..,..,..,..
2016,North Ostrobothnia,Gherkin,1,..,..,..,..,..,..
2016,North Ostrobothnia,Pumpkin,1,..,..,..,..,..,..
2016,North Ostrobothnia,Courgette,2,..,..,..,..,..,..
2016,North Ostrobothnia,Lettuces,1,..,..,..,..,..,..
2016,North Ostrobothnia,Celery,..,..,..,..,..,..,..
2016,North Ostrobothnia,Spinach,..,..,..,..,..,..,..
2016,North Ostrobothnia,Rhubarb,1,..,..,..,..,..,..
2016,North Ostrobothnia,Dill,1,..,..,..,..,..,..
2016,North Ostrobothnia,Parsley,1,..,..,..,..,..,..
2016,North Ostrobothnia,Garlic,5,..,..,..,..,1,808
2016,North Ostrobothnia,Sweet corn,..,..,..,..,..,..,..
2016,North Ostrobothnia,Asparagus,1,..,..,..,..,..,..
2016,North Ostrobothnia,Strawberry,57,..,..,115,..,307,2678
2016,North Ostrobothnia,Black and green currant,46,..,..,167,..,38,229
2016,North Ostrobothnia,Red currant,10,..,..,5,..,2,510
2016,North Ostrobothnia,White currant,3,..,..,0,..,0,566
2016,North Ostrobothnia,Raspberry,30,..,..,11,..,14,1249
2016,North Ostrobothnia,Gooseberry,3,..,..,0,..,0,626
2016,North Ostrobothnia,Highbush blueberry,3,..,..,0,..,0,1200
2016,North Ostrobothnia,Sea buckthorn,25,..,..,9,..,3,332
2016,North Ostrobothnia,Chokeberry (Aronia spp.),3,..,..,0,..,0,521
2016,North Ostrobothnia,Apple,6,..,..,2,..,2,1053
2016,Kainuu,Garden pea,1,..,..,..,..,..,..
2016,Kainuu,Bean,..,..,..,..,..,..,..
2016,Kainuu,White cabbage,1,..,..,..,..,..,..
2016,Kainuu,Savoy cabbage,..,..,..,..,..,..,..
2016,Kainuu,Red cabbage,1,..,..,..,..,..,..
2016,Kainuu,Cauliflover,3,..,..,..,..,10,3971
2016,Kainuu,Brussels sprout,..,..,..,..,..,..,..
2016,Kainuu,Sprouting broccoli,3,..,..,..,..,4,2500
2016,Kainuu,Kohlrabi,1,..,..,..,..,..,..
2016,Kainuu,Chinese cabbage,..,..,..,..,..,..,..
2016,Kainuu,Carrot,4,..,..,..,..,306,28190
2016,Kainuu,Red beet,3,..,..,..,..,13,9921
2016,Kainuu,Swede,4,..,..,..,..,75,25225
2016,Kainuu,Turnip,3,..,..,..,..,30,9091
2016,Kainuu,Celeriac,..,..,..,..,..,..,..
2016,Kainuu,Parsnip,1,..,..,..,..,..,..
2016,Kainuu,Leek,1,..,..,..,..,..,..
2016,Kainuu,Gherkin,1,..,..,..,..,..,..
2016,Kainuu,Pumpkin,..,..,..,..,..,..,..
2016,Kainuu,Courgette,2,..,..,..,..,..,..
2016,Kainuu,Lettuces,2,..,..,..,..,..,..
2016,Kainuu,Celery,..,..,..,..,..,..,..
2016,Kainuu,Spinach,..,..,..,..,..,..,..
2016,Kainuu,Rhubarb,2,..,..,..,..,..,..
2016,Kainuu,Dill,..,..,..,..,..,..,..
2016,Kainuu,Parsley,..,..,..,..,..,..,..
2016,Kainuu,Garlic,2,..,..,..,..,..,..
2016,Kainuu,Sweet corn,..,..,..,..,..,..,..
2016,Kainuu,Asparagus,1,..,..,..,..,..,..
2016,Kainuu,Strawberry,26,..,..,47,..,126,2714
2016,Kainuu,Black and green currant,12,..,..,36,..,21,574
2016,Kainuu,Red currant,5,..,..,8,..,22,2632
2016,Kainuu,White currant,1,..,..,..,..,..,..
2016,Kainuu,Raspberry,9,..,..,2,..,2,939
2016,Kainuu,Gooseberry,..,..,..,..,..,..,..
2016,Kainuu,Highbush blueberry,..,..,..,..,..,..,..
2016,Kainuu,Sea buckthorn,2,..,..,..,..,..,..
2016,Kainuu,Chokeberry (Aronia spp.),1,..,..,..,..,..,..
